token	tag
"I've	NN
always	RB
known	VBN
it.	.
But	CC
how	WRB
can	MD
I	PRP
help	VB
it?"	PRP
"I	``
don't	RB
know,	VB
I'm	NNP
sure.	RB
To	TO
think	VB
of	IN
your	PRP$
striking	VBG
a	DT
stuffed	JJ
man,	NN
like	IN
the	DT
poor	JJ
Scarecrow!"	NNP
"Is	``
he	PRP
stuffed?"	VBD
asked	VBD
the	DT
Lion,	NNP
in	IN
surprise,	NN
as	IN
he	PRP
watched	VBD
her	PRP
pick	VB
up	RP
the	DT
Scarecrow	NNP
and	CC
set	VBD
him	PRP
upon	IN
his	PRP$
feet,	NNS
while	IN
she	PRP
patted	VBD
him	PRP
into	IN
shape	NN
again.	RB
"Of	``
course	NN
he's	VBZ
stuffed,"	NN
replied	VBD
Dorothy,	NNP
who	WP
was	VBD
still	RB
angry.	JJ
"That's	NNS
why	WRB
he	PRP
went	VBD
over	RB
so	RB
easily,"	RB
remarked	VBD
the	DT
Lion.	NNP
"It	``
astonished	VBD
me	PRP
to	TO
see	VB
him	PRP
whirl	VB
around	RB
so.	RB
Is	VBZ
the	DT
other	JJ
one	NN
stuffed,	VBN
also?"	``
"No,"	``
said	VBD
Dorothy,	NNP
"he's	VBZ
made	VBN
of	IN
tin."	NN
And	CC
she	PRP
helped	VBD
the	DT
Woodman	NNP
up	RP
again.	RB
"That's	NNS
why	WRB
he	PRP
nearly	RB
blunted	VBD
my	PRP$
claws,"	NN
said	VBD
the	DT
Lion.	NNP
"When	WRB
they	PRP
scratched	VBD
against	IN
the	DT
tin	NN
it	PRP
made	VBD
a	DT
cold	JJ
shiver	NN
run	VB
down	IN
my	PRP$
back.	NN
What	WP
is	VBZ
that	DT
little	JJ
animal	NN
you	PRP
are	VBP
so	RB
tender	JJ
of?"	JJ
"He	``
is	VBZ
my	PRP$
dog,	NN
Toto,"	NNP
answered	VBD
Dorothy.	NNP
"Is	``
he	PRP
made	VBD
of	IN
tin,	NN
or	CC
stuffed?"	NN
asked	VBD
the	DT
Lion.	NNP
"Neither.	.
He's	VBZ
a--a--a	DT
meat	NN
dog,"	NN
said	VBD
the	DT
girl.	NN
"Oh.	UH
He's	VBZ
a	DT
curious	JJ
animal,	NN
and	CC
seems	VBZ
remarkably	RB
small,	JJ
now	RB
that	IN
I	PRP
look	VBP
at	IN
him.	PRP
No	DT
one	PRP
would	MD
think	VB
of	IN
biting	VBG
such	PDT
a	DT
little	JJ
thing	NN
except	IN
a	DT
coward	NN
like	IN
me,"	NNP
continued	VBD
the	DT
Lion,	NNP
sadly.	RB
"What	WP
makes	VBZ
you	PRP
a	DT
coward?"	NN
asked	VBD
Dorothy,	NNP
looking	VBG
at	IN
the	DT
great	JJ
beast	NN
in	IN
wonder,	NN
for	IN
he	PRP
was	VBD
as	RB
big	JJ
as	IN
a	DT
small	JJ
horse.	NN
"It's	``
a	DT
mystery,"	NN
replied	VBD
the	DT
Lion.	NNP
"I	``
suppose	VBP
I	PRP
was	VBD
born	VBN
that	DT
way.	NN
All	PDT
the	DT
other	JJ
animals	NNS
in	IN
the	DT
forest	NN
naturally	RB
expect	VBP
me	PRP
to	TO
be	VB
brave,	VBN
for	IN
the	DT
Lion	NNP
is	VBZ
everywhere	RB
thought	VBN
to	TO
be	VB
the	DT
King	NN
of	IN
Beasts.	NNP
I	PRP
learned	VBD
that	IN
if	IN
I	PRP
roared	VBD
very	RB
loudly	RB
every	DT
living	VBG
thing	NN
was	VBD
frightened	JJ
and	CC
got	VBD
out	IN
of	IN
my	PRP$
way.	NN
Whenever	WRB
I've	NNP
met	VBD
a	DT
man	NN
I've	VB
been	VBN
awfully	RB
scared;	JJ
but	CC
I	PRP
just	RB
roared	VBD
at	IN
him,	NN
and	CC
he	PRP
has	VBZ
always	RB
run	VBN
away	RB
as	RB
fast	RB
as	IN
he	PRP
could	MD
go.	VB
If	IN
the	DT
elephants	NNS
and	CC
the	DT
tigers	NNS
and	CC
the	DT
bears	NNS
had	VBD
ever	RB
tried	VBN
to	TO
fight	VB
me,	PRP
I	PRP
should	MD
have	VB
run	VBN
myself--I'm	PRP
such	PDT
a	DT
coward;	NN
but	CC
just	RB
as	RB
soon	RB
as	IN
they	PRP
hear	VBP
me	PRP
roar	NN
they	PRP
all	DT
try	VBP
to	TO
get	VB
away	RB
from	IN
me,	PRP
and	CC
of	IN
course	NN
I	PRP
let	VBP
them	PRP
go."	``
"But	``
that	DT
isn't	VBZ
right.	JJ
The	DT
King	NNP
of	IN
Beasts	NNPS
shouldn't	RB
be	VB
a	DT
coward,"	NN
said	VBD
the	DT
Scarecrow.	NNP
"I	``
know	VBP
it,"	PRP
returned	VBD
the	DT
Lion,	NNP
wiping	VBG
a	DT
tear	NN
from	IN
his	PRP$
eye	NN
with	IN
the	DT
tip	NN
of	IN
his	PRP$
tail;	JJ
"it	``
is	VBZ
my	PRP$
great	JJ
sorrow,	NN
and	CC
makes	VBZ
my	PRP$
life	NN
very	RB
unhappy.	JJ
But	CC
whenever	WRB
there	EX
is	VBZ
danger	NN
my	PRP$
heart	NN
begins	VBZ
to	TO
beat	VB
fast."	RB
"Perhaps	RB
you	PRP
have	VBP
heart	NN
disease,"	NN
said	VBD
the	DT
Tin	NNP
Woodman.	NNP
"It	``
may	MD
be,"	VB
said	VBD
the	DT
Lion.	NNP
"If	``
you	PRP
have,"	VBP
continued	VBD
the	DT
Tin	NNP
Woodman,	NNP
"you	NNP
ought	MD
to	TO
be	VB
glad,	JJ
for	IN
it	PRP
proves	VBZ
you	PRP
have	VBP
a	DT
heart.	NN
For	IN
my	PRP$
part,	NN
I	PRP
have	VBP
no	DT
heart;	NN
so	IN
I	PRP
cannot	MD
have	VB
heart	NN
disease."	NN
"Perhaps,"	NNP
said	VBD
the	DT
Lion,	NNP
thoughtfully,	RB
"if	IN
I	PRP
had	VBD
no	DT
heart	NN
I	PRP
should	MD
not	RB
be	VB
a	DT
coward."	NN
"Have	VBP
you	PRP
brains?"	JJ
asked	VBD
the	DT
Scarecrow.	NNP
"I	``
suppose	VB
so.	RB
I've	NNP
never	RB
looked	VBD
to	TO
see,"	VB
replied	VBD
the	DT
Lion.	NNP
"I	``
am	VBP
going	VBG
to	IN
the	DT
great	JJ
Oz	NNP
to	TO
ask	VB
him	PRP
to	TO
give	VB
me	PRP
some,"	NN
remarked	VBN
the	DT
Scarecrow,	NNP
"for	''
my	PRP$
head	NN
is	VBZ
stuffed	VBN
with	IN
straw."	NN
"And	``
I	PRP
am	VBP
going	VBG
to	TO
ask	VB
him	PRP
to	TO
give	VB
me	PRP
a	DT
heart,"	NN
said	VBD
the	DT
Woodman.	NNP
"And	``
I	PRP
am	VBP
going	VBG
to	TO
ask	VB
him	PRP
to	TO
send	VB
Toto	NNP
and	CC
me	PRP
back	RB
to	IN
Kansas,"	NNP
added	VBD
Dorothy.	NNP
"Do	``
you	PRP
think	VBP
Oz	NNP
could	MD
give	VB
me	PRP
courage?"	NN
asked	VBD
the	DT
cowardly	JJ
Lion.	NNP
"Just	``
as	RB
easily	RB
as	IN
he	PRP
could	MD
give	VB
me	PRP
brains,"	NN
said	VBD
the	DT
Scarecrow.	NNP
"Or	``
give	VB
me	PRP
a	DT
heart,"	NN
said	VBD
the	DT
Tin	NNP
Woodman.	NNP
"Or	``
send	VB
me	PRP
back	RB
to	IN
Kansas,"	NNP
said	VBD
Dorothy.	NNP
"Then,	``
if	IN
you	PRP
don't	VBP
mind,	JJ
I'll	NNP
go	VB
with	IN
you,"	PRP
said	VBD
the	DT
Lion,	NNP
"for	``
my	PRP$
life	NN
is	VBZ
simply	RB
unbearable	JJ
without	IN
a	DT
bit	NN
of	IN
courage."	NN
"You	PRP
will	MD
be	VB
very	RB
welcome,"	JJ
answered	VBN
Dorothy,	NNP
"for	''
you	PRP
will	MD
help	VB
to	TO
keep	VB
away	RP
the	DT
other	JJ
wild	JJ
beasts.	NN
It	PRP
seems	VBZ
to	IN
me	PRP
they	PRP
must	MD
be	VB
more	RBR
cowardly	JJ
than	IN
you	PRP
are	VBP
if	IN
they	PRP
allow	VBP
you	PRP
to	TO
scare	VB
them	PRP
so	RB
easily."	RB
"They	PRP
really	RB
are,"	RB
said	VBD
the	DT
Lion;	NNP
"but	``
that	DT
doesn't	NN
make	VB
me	PRP
any	DT
braver,	NN
and	CC
as	RB
long	RB
as	IN
I	PRP
know	VBP
myself	PRP
to	TO
be	VB
a	DT
coward	NN
I	PRP
shall	MD
be	VB
unhappy."	JJ
So	RB
once	RB
more	RBR
the	DT
little	JJ
company	NN
set	VBD
off	RP
upon	IN
the	DT
journey,	NN
the	DT
Lion	NN
walking	VBG
with	IN
stately	JJ
strides	NNS
at	IN
Dorothy's	NNP
side.	NN
Toto	NNP
did	VBD
not	RB
approve	VB
this	DT
new	JJ
comrade	NN
at	IN
first,	RB
for	IN
he	PRP
could	MD
not	RB
forget	VB
how	WRB
nearly	RB
he	PRP
had	VBD
been	VBN
crushed	VBN
between	IN
the	DT
Lion's	NNP
great	JJ
jaws;	NN
but	CC
after	IN
a	DT
time	NN
he	PRP
became	VBD
more	RBR
at	IN
ease,	NN
and	CC
presently	RB
Toto	NNP
and	CC
the	DT
Cowardly	NNP
Lion	NNP
had	VBD
grown	VBN
to	TO
be	VB
good	JJ
friends.	NN
During	IN
the	DT
rest	NN
of	IN
that	DT
day	NN
there	EX
was	VBD
no	DT
other	JJ
adventure	NN
to	TO
mar	VB
the	DT
peace	NN
of	IN
their	PRP$
journey.	NN
Once,	RB
indeed,	RB
the	DT
Tin	NNP
Woodman	NNP
stepped	VBD
upon	IN
a	DT
beetle	NN
that	WDT
was	VBD
crawling	VBG
along	IN
the	DT
road,	NN
and	CC
killed	VBD
the	DT
poor	JJ
little	JJ
thing.	NN
This	DT
made	VBD
the	DT
Tin	NNP
Woodman	NNP
very	RB
unhappy,	JJ
for	IN
he	PRP
was	VBD
always	RB
careful	JJ
not	RB
to	TO
hurt	VB
any	DT
living	VBG
creature;	NN
and	CC
as	IN
he	PRP
walked	VBD
along	RB
he	PRP
wept	VBD
several	JJ
tears	NNS
of	IN
sorrow	NN
and	CC
regret.	NN
These	DT
tears	NNS
ran	VBD
slowly	RB
down	IN
his	PRP$
face	NN
and	CC
over	IN
the	DT
hinges	NNS
of	IN
his	PRP$
jaw,	NN
and	CC
there	RB
they	PRP
rusted.	VBD
When	WRB
Dorothy	NNP
presently	RB
asked	VBD
him	PRP
a	DT
question	NN
the	DT
Tin	NNP
Woodman	NNP
could	MD
not	RB
open	VB
his	PRP$
mouth,	NN
for	IN
his	PRP$
jaws	NNS
were	VBD
tightly	RB
rusted	VBN
together.	RB
He	PRP
became	VBD
greatly	RB
frightened	JJ
at	IN
this	DT
and	CC
made	VBD
many	JJ
motions	NNS
to	IN
Dorothy	NNP
to	TO
relieve	VB
him,	PRP
but	CC
she	PRP
could	MD
not	RB
understand.	VB
The	DT
Lion	NNP
was	VBD
also	RB
puzzled	VBN
to	TO
know	VB
what	WP
was	VBD
wrong.	JJ
But	CC
the	DT
Scarecrow	NNP
seized	VBD
the	DT
oil-can	NN
from	IN
Dorothy's	NNP
basket	NN
and	CC
oiled	VBD
the	DT
Woodman's	NNP
jaws,	NN
so	IN
that	IN
after	IN
a	DT
few	JJ
moments	NNS
he	PRP
could	MD
talk	VB
as	RB
well	RB
as	IN
before.	RB
"This	``
will	MD
serve	VB
me	PRP
a	DT
lesson,"	NN
said	VBD
he,	,
"to	''
look	VB
where	WRB
I	PRP
step.	VBP
For	IN
if	IN
I	PRP
should	MD
kill	VB
another	DT
bug	NN
or	CC
beetle	NN
I	PRP
should	MD
surely	RB
cry	VB
again,	RB
and	CC
crying	VBG
rusts	VBZ
my	PRP$
jaw	NN
so	IN
that	IN
I	PRP
cannot	MD
speak."	VB
Thereafter	RB
he	PRP
walked	VBD
very	RB
carefully,	RB
with	IN
his	PRP$
eyes	NNS
on	IN
the	DT
road,	NN
and	CC
when	WRB
he	PRP
saw	VBD
a	DT
tiny	JJ
ant	NN
toiling	VBG
by	IN
he	PRP
would	MD
step	VB
over	IN
it,	PRP
so	IN
as	IN
not	RB
to	TO
harm	VB
it.	PRP
The	DT
Tin	NNP
Woodman	NNP
knew	VBD
very	RB
well	RB
he	PRP
had	VBD
no	DT
heart,	NN
and	CC
therefore	RB
he	PRP
took	VBD
great	JJ
care	NN
never	RB
to	TO
be	VB
cruel	JJ
or	CC
unkind	JJ
to	IN
anything.	NN
"You	``
people	NNS
with	IN
hearts,"	NN
he	PRP
said,	VBD
"have	VBP
something	NN
to	TO
guide	VB
you,	PRP
and	CC
need	VB
never	RB
do	VB
wrong;	JJ
but	CC
I	PRP
have	VBP
no	DT
heart,	NN
and	CC
so	RB
I	PRP
must	MD
be	VB
very	RB
careful.	JJ
When	WRB
Oz	NNP
gives	VBZ
me	PRP
a	DT
heart	NN
of	IN
course	NN
I	PRP
needn't	MD
mind	VB
so	RB
much."	JJ
Chapter	NN
VII.	NNP
They	PRP
were	VBD
obliged	VBN
to	TO
camp	VB
out	RP
that	DT
night	NN
under	IN
a	DT
large	JJ
tree	NN
in	IN
the	DT
forest,	NN
for	IN
there	EX
were	VBD
no	DT
houses	NNS
near.	.
The	DT
tree	NN
made	VBD
a	DT
good,	JJ
thick	JJ
covering	NN
to	TO
protect	VB
them	PRP
from	IN
the	DT
dew,	NN
and	CC
the	DT
Tin	NNP
Woodman	NNP
chopped	VBD
a	DT
great	JJ
pile	NN
of	IN
wood	NN
with	IN
his	PRP$
axe	NN
and	CC
Dorothy	NNP
built	VBD
a	DT
splendid	JJ
fire	NN
that	WDT
warmed	VBD
her	PRP
and	CC
made	VBD
her	PRP
feel	VB
less	RBR
lonely.	JJ
She	PRP
and	CC
Toto	NNP
ate	VBD
the	DT
last	JJ
of	IN
their	PRP$
bread,	NN
and	CC
now	RB
she	PRP
did	VBD
not	RB
know	VB
what	WP
they	PRP
would	MD
do	VB
for	IN
breakfast.	NN
"If	``
you	PRP
wish,"	NN
said	VBD
the	DT
Lion,	NNP
"I	``
will	MD
go	VB
into	IN
the	DT
forest	NN
and	CC
kill	VB
a	DT
deer	NN
for	IN
you.	PRP
You	PRP
can	MD
roast	VB
it	PRP
by	IN
the	DT
fire,	NN
since	IN
your	PRP$
tastes	NNS
are	VBP
so	RB
peculiar	JJ
that	IN
you	PRP
prefer	VBP
cooked	JJ
food,	NN
and	CC
then	RB
you	PRP
will	MD
have	VB
a	DT
very	RB
good	JJ
breakfast."	NN
"Don't!	''
please	UH
don't,"	VB
begged	VBD
the	DT
Tin	NNP
Woodman.	NNP
"I	``
should	MD
certainly	RB
weep	VB
if	IN
you	PRP
killed	VBD
a	DT
poor	JJ
deer,	NN
and	CC
then	RB
my	PRP$
jaws	NNS
would	MD
rust	VB
again."	.
But	CC
the	DT
Lion	NNP
went	VBD
away	RB
into	IN
the	DT
forest	NN
and	CC
found	VBD
his	PRP$
own	JJ
supper,	NN
and	CC
no	DT
one	NN
ever	RB
knew	VBD
what	WP
it	PRP
was,	VBD
for	IN
he	PRP
didn't	MD
mention	VB
it.	.
And	CC
the	DT
Scarecrow	NNP
found	VBD
a	DT
tree	NN
full	JJ
of	IN
nuts	NNS
and	CC
filled	VBN
Dorothy's	NNP
basket	NN
with	IN
them,	DT
so	IN
that	IN
she	PRP
would	MD
not	RB
be	VB
hungry	JJ
for	IN
a	DT
long	JJ
time.	NN
She	PRP
thought	VBD
this	DT
was	VBD
very	RB
kind	JJ
and	CC
thoughtful	JJ
of	IN
the	DT
Scarecrow,	NNP
but	CC
she	PRP
laughed	VBD
heartily	RB
at	IN
the	DT
awkward	JJ
way	NN
in	IN
which	WDT
the	DT
poor	JJ
creature	NN
picked	VBD
up	RP
the	DT
nuts.	NN
His	PRP$
padded	JJ
hands	NNS
were	VBD
so	RB
clumsy	JJ
and	CC
the	DT
nuts	NNS
were	VBD
so	RB
small	JJ
that	IN
he	PRP
dropped	VBD
almost	RB
as	RB
many	JJ
as	IN
he	PRP
put	VBD
in	IN
the	DT
basket.	NN
But	CC
the	DT
Scarecrow	NNP
did	VBD
not	RB
mind	VB
how	WRB
long	RB
it	PRP
took	VBD
him	PRP
to	TO
fill	VB
the	DT
basket,	NN
for	IN
it	PRP
enabled	VBD
him	PRP
to	TO
keep	VB
away	RB
from	IN
the	DT
fire,	NN
as	IN
he	PRP
feared	VBD
a	DT
spark	NN
might	MD
get	VB
into	IN
his	PRP$
straw	NN
and	CC
burn	VB
him	PRP
up.	.
So	RB
he	PRP
kept	VBD
a	DT
good	JJ
distance	NN
away	RB
from	IN
the	DT
flames,	NN
and	CC
only	RB
came	VBD
near	RB
to	TO
cover	VB
Dorothy	NNP
with	IN
dry	JJ
leaves	NNS
when	WRB
she	PRP
lay	VBD
down	RP
to	TO
sleep.	VB
These	DT
kept	VBD
her	PRP
very	RB
snug	JJ
and	CC
warm	JJ
and	CC
she	PRP
slept	VBD
soundly	RB
until	IN
morning.	NN
When	WRB
it	PRP
was	VBD
daylight	NN
the	DT
girl	NN
bathed	VBD
her	PRP$
face	NN
in	IN
a	DT
little	JJ
rippling	JJ
brook	NN
and	CC
soon	RB
after	IN
they	PRP
all	DT
started	VBD
toward	IN
the	DT
Emerald	NNP
City.	NNP
This	DT
was	VBD
to	TO
be	VB
an	DT
eventful	JJ
day	NN
for	IN
the	DT
travellers.	NN
They	PRP
had	VBD
hardly	RB
been	VBN
walking	VBG
an	DT
hour	NN
when	WRB
they	PRP
saw	VBD
before	IN
them	PRP
a	DT
great	JJ
ditch	NN
that	WDT
crossed	VBD
the	DT
road	NN
and	CC
divided	VBD
the	DT
forest	NN
as	RB
far	RB
as	IN
they	PRP
could	MD
see	VB
on	IN
either	DT
side.	NN
It	PRP
was	VBD
a	DT
very	RB
wide	JJ
ditch,	NN
and	CC
when	WRB
they	PRP
crept	VBD
up	RP
to	IN
the	DT
edge	NN
and	CC
looked	VBD
into	IN
it	PRP
they	PRP
could	MD
see	VB
it	PRP
was	VBD
also	RB
very	RB
deep,	JJ
and	CC
there	EX
were	VBD
many	JJ
big,	JJ
jagged	JJ
rocks	NNS
at	IN
the	DT
bottom.	NN
The	DT
sides	NNS
were	VBD
so	RB
steep	JJ
that	IN
none	NN
of	IN
them	PRP
could	MD
climb	VB
down,	RP
and	CC
for	IN
a	DT
moment	NN
it	PRP
seemed	VBD
that	IN
their	PRP$
journey	NN
must	MD
end.	VB
"What	WP
shall	MD
we	PRP
do?"	VB
asked	VBD
Dorothy,	NNP
despairingly.	RB
"I	``
haven't	RB
the	DT
faintest	JJS
idea,"	NN
said	VBD
the	DT
Tin	NNP
Woodman;	NNP
and	CC
the	DT
Lion	NNP
shook	VBD
his	PRP$
shaggy	JJ
mane	NN
and	CC
looked	VBD
thoughtful.	JJ
But	CC
the	DT
Scarecrow	NNP
said:	VBD
"We	PRP
cannot	MD
fly,	VB
that	DT
is	VBZ
certain;	JJ
neither	CC
can	MD
we	PRP
climb	VB
down	RP
into	IN
this	DT
great	JJ
ditch.	NN
Therefore,	RB
if	IN
we	PRP
cannot	MD
jump	VB
over	RB
it,	RB
we	PRP
must	MD
stop	VB
where	WRB
we	PRP
are."	VBP
"I	``
think	VBP
I	PRP
could	MD
jump	VB
over	IN
it,"	PRP
said	VBD
the	DT
Cowardly	NNP
Lion,	NNP
after	IN
measuring	VBG
the	DT
distance	NN
carefully	RB
in	IN
his	PRP$
mind.	NN
"Then	UH
we	PRP
are	VBP
all	RB
right,"	JJ
answered	VBN
the	DT
Scarecrow,	NNP
"for	''
you	PRP
can	MD
carry	VB
us	PRP
all	RB
over	RB
on	IN
your	PRP$
back,	NN
one	CD
at	IN
a	DT
time."	NN
"Well,	NNP
I'll	NNP
try	VB
it,"	PRP
said	VBD
the	DT
Lion.	NNP
"Who	WP
will	MD
go	VB
first?"	JJ
"I	``
will,"	NN
declared	VBD
the	DT
Scarecrow;	NNP
"for,	''
if	IN
you	PRP
found	VBD
that	IN
you	PRP
could	MD
not	RB
jump	VB
over	IN
the	DT
gulf,	NN
Dorothy	NNP
would	MD
be	VB
killed,	JJ
or	CC
the	DT
Tin	NNP
Woodman	NNP
badly	RB
dented	VBN
on	IN
the	DT
rocks	NNS
below.	.
But	CC
if	IN
I	PRP
am	VBP
on	IN
your	PRP$
back	NN
it	PRP
will	MD
not	RB
matter	VB
so	RB
much,	JJ
for	IN
the	DT
fall	NN
would	MD
not	RB
hurt	VB
me	PRP
at	RB
all."	RB
"I	``
am	VBP
terribly	RB
afraid	JJ
of	IN
falling,	JJ
myself,"	NN
said	VBD
the	DT
Cowardly	NNP
Lion,	NNP
"but	``
I	PRP
suppose	VBP
there	EX
is	VBZ
nothing	NN
to	TO
do	VB
but	CC
try	VB
it.	.
So	RB
get	VB
on	IN
my	PRP$
back	NN
and	CC
we	PRP
will	MD
make	VB
the	DT
attempt."	NN
The	DT
Scarecrow	NNP
sat	VBD
upon	IN
the	DT
Lion's	NNP
back,	NN
and	CC
the	DT
big	JJ
beast	NN
walked	VBD
to	IN
the	DT
edge	NN
of	IN
the	DT
gulf	NN
and	CC
crouched	VBD
down.	RP
"Why	``
don't	RB
you	PRP
run	VB
and	CC
jump?"	VB
asked	VBD
the	DT
Scarecrow.	NNP
"Because	IN
that	DT
isn't	RB
the	DT
way	NN
we	PRP
Lions	NNS
do	VBP
these	DT
things,"	NN
he	PRP
replied.	VBD
Then	RB
giving	VBG
a	DT
great	JJ
spring,	NN
he	PRP
shot	VBD
through	IN
the	DT
air	NN
and	CC
landed	VBD
safely	RB
on	IN
the	DT
other	JJ
side.	NN
They	PRP
were	VBD
all	RB
greatly	RB
pleased	JJ
to	TO
see	VB
how	WRB
easily	RB
he	PRP
did	VBD
it,	,
and	CC
after	IN
the	DT
Scarecrow	NNP
had	VBD
got	VBN
down	RP
from	IN
his	PRP$
back	NN
the	DT
Lion	NNP
sprang	VBD
across	IN
the	DT
ditch	NN
again.	RB
Dorothy	NNP
thought	VBD
she	PRP
would	MD
go	VB
next;	RB
so	RB
she	PRP
took	VBD
Toto	NNP
in	IN
her	PRP$
arms	NNS
and	CC
climbed	VBD
on	IN
the	DT
Lion's	NNP
back,	NN
holding	VBG
tightly	RB
to	IN
his	PRP$
mane	NN
with	IN
one	CD
hand.	NN
The	DT
next	JJ
moment	NN
it	PRP
seemed	VBD
as	IN
if	IN
she	PRP
was	VBD
flying	VBG
through	IN
the	DT
air;	NN
and	CC
then,	RB
before	IN
she	PRP
had	VBD
time	NN
to	TO
think	VB
about	IN
it,	IN
she	PRP
was	VBD
safe	JJ
on	IN
the	DT
other	JJ
side.	NN
The	DT
Lion	NNP
went	VBD
back	RB
a	DT
third	JJ
time	NN
and	CC
got	VBD
the	DT
Tin	NNP
Woodman,	NNP
and	CC
then	RB
they	PRP
all	DT
sat	VBD
down	RP
for	IN
a	DT
few	JJ
moments	NNS
to	TO
give	VB
the	DT
beast	NN
a	DT
chance	NN
to	TO
rest,	VB
for	IN
his	PRP$
great	JJ
leaps	NNS
had	VBD
made	VBN
his	PRP$
breath	NN
short,	JJ
and	CC
he	PRP
panted	VBD
like	IN
a	DT
big	JJ
dog	NN
that	WDT
has	VBZ
been	VBN
running	VBG
too	RB
long.	RB
They	PRP
found	VBD
the	DT
forest	NN
very	RB
thick	RB
on	IN
this	DT
side,	NN
and	CC
it	PRP
looked	VBD
dark	JJ
and	CC
gloomy.	JJ
After	IN
the	DT
Lion	NNP
had	VBD
rested	VBN
they	PRP
started	VBD
along	IN
the	DT
road	NN
of	IN
yellow	JJ
brick,	NN
silently	RB
wondering,	JJ
each	DT
in	IN
his	PRP$
own	JJ
mind,	NN
if	IN
ever	RB
they	PRP
would	MD
come	VB
to	IN
the	DT
end	NN
of	IN
the	DT
woods	NNS
and	CC
reach	VB
the	DT
bright	JJ
sunshine	NN
again.	RB
To	TO
add	VB
to	IN
their	PRP$
discomfort,	NN
they	PRP
soon	RB
heard	VBD
strange	JJ
noises	NNS
in	IN
the	DT
depths	NNS
of	IN
the	DT
forest,	NN
and	CC
the	DT
Lion	NNP
whispered	VBD
to	IN
them	PRP
that	IN
it	PRP
was	VBD
in	IN
this	DT
part	NN
of	IN
the	DT
country	NN
that	WDT
the	DT
Kalidahs	NNPS
lived.	VBD
"What	WP
are	VBP
the	DT
Kalidahs?"	NNP
asked	VBD
the	DT
girl.	NN
"They	PRP
are	VBP
monstrous	JJ
beasts	NNS
with	IN
bodies	NNS
like	IN
bears	NNS
and	CC
heads	NNS
like	IN
tigers,"	NN
replied	VBD
the	DT
Lion;	NNP
"and	NNP
with	IN
claws	NNS
so	RB
long	JJ
and	CC
sharp	JJ
that	IN
they	PRP
could	MD
tear	VB
me	PRP
in	IN
two	CD
as	RB
easily	RB
as	IN
I	PRP
could	MD
kill	VB
Toto.	NNP
I'm	PRP
terribly	RB
afraid	JJ
of	IN
the	DT
Kalidahs."	NNP
"I'm	``
not	RB
surprised	JJ
that	IN
you	PRP
are,"	RB
returned	VBD
Dorothy	NNP
"They	RB
must	MD
be	VB
dreadful	JJ
beasts."	NNS
The	DT
Lion	NNP
was	VBD
about	JJ
to	TO
reply	VB
when	WRB
suddenly	RB
they	PRP
came	VBD
to	IN
another	DT
gulf	NN
across	IN
the	DT
road;	NN
but	CC
this	DT
one	NN
was	VBD
so	RB
broad	JJ
and	CC
deep	JJ
that	IN
the	DT
Lion	NNP
knew	VBD
at	IN
once	RB
he	PRP
could	MD
not	RB
leap	VB
across	RB
it.	.
So	RB
they	PRP
sat	VBD
down	RP
to	TO
consider	VB
what	WP
they	PRP
should	MD
do,	VB
and	CC
after	IN
serious	JJ
thought	NN
the	DT
Scarecrow	NNP
said,	VBD
"Here	``
is	VBZ
a	DT
great	JJ
tree,	NN
standing	VBG
close	RB
to	IN
the	DT
ditch.	NN
If	IN
the	DT
Tin	NNP
Woodman	NNP
can	MD
chop	VB
it	PRP
down,	RP
so	IN
that	IN
it	PRP
will	MD
fall	VB
to	IN
the	DT
other	JJ
side,	NN
we	PRP
can	MD
walk	VB
across	IN
it	PRP
easily."	''
"That	``
is	VBZ
a	DT
first	JJ
rate	NN
idea,"	NN
said	VBD
the	DT
Lion.	NNP
"One	``
would	MD
almost	RB
suspect	VB
you	PRP
had	VBD
brains	NNS
in	IN
your	PRP$
head,	NN
instead	RB
of	IN
straw."	NN
The	DT
Woodman	NNP
set	VBD
to	TO
work	VB
at	IN
once,	RB
and	CC
so	RB
sharp	RB
was	VBD
his	PRP$
axe	NN
that	IN
the	DT
tree	NN
was	VBD
soon	RB
chopped	VBN
nearly	RB
through.	RB
Then	RB
the	DT
Lion	NNP
put	VBD
his	PRP$
strong	JJ
front	JJ
legs	NNS
against	IN
the	DT
tree	NN
and	CC
pushed	VBD
with	IN
all	DT
his	PRP$
might,	NN
and	CC
slowly	RB
the	DT
big	JJ
tree	NN
tipped	VBD
and	CC
fell	VBD
with	IN
a	DT
crash	NN
across	IN
the	DT
ditch,	NN
with	IN
its	PRP$
top	JJ
branches	NNS
on	IN
the	DT
other	JJ
side.	NN
They	PRP
had	VBD
just	RB
started	VBN
to	TO
cross	VB
this	DT
queer	NN
bridge	NN
when	WRB
a	DT
sharp	JJ
growl	NN
made	VBD
them	PRP
all	DT
look	VB
up,	,
and	CC
to	IN
their	PRP$
horror	NN
they	PRP
saw	VBD
running	VBG
toward	IN
them	PRP
two	CD
great	JJ
beasts	NNS
with	IN
bodies	NNS
like	IN
bears	NNS
and	CC
heads	NNS
like	IN
tigers.	NN
"They	PRP
are	VBP
the	DT
Kalidahs!"	NNP
said	VBD
the	DT
Cowardly	NNP
Lion,	NNP
beginning	VBG
to	TO
tremble.	VB
"Quick!"	''
cried	VBD
the	DT
Scarecrow,	NNP
"let	''
us	PRP
cross	VB
over."	''
So	RB
